"time","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","amount","class"
56021,1.3429225859457,-0.725918996539949,-0.107653592495535,-0.735656465088856,-0.645347566096124,-0.16657773539108,-0.594401791866487,0.130564023820395,-0.670801426429453,0.766892813371576,0.760486464614264,-0.9787780087247,-2.20948147792184,0.439013904719821,-0.418021727495032,0.627798211927451,0.652914651591535,-1.24143362323066,0.882621588485449,-0.0847154517799941,0.188579620589596,0.473865616425091,-0.170930939301654,-0.3208686221088,0.653264532844726,-0.025707368198817,-0.0129431348128362,-0.0161414789898399,20,0
113454,-0.554176276103593,0.211572228100131,-0.889387201403997,-1.84751130340081,3.52200924832614,3.08358356396244,0.254988448354525,0.85513977611957,-0.263355647629993,-0.874547625856085,-0.182745096049412,-0.0627906032861896,-0.31960704611857,0.635544866135449,0.852728500177231,-0.402469462051902,-0.68155569024564,0.12829411688301,-0.452997734335104,0.00263542908426378,0.38622525474658,0.96607230868951,-0.315873659444999,0.725261240846482,0.27266889103237,-0.442016304089233,0.158529400031002,0.153214479852001,1,0
84761,-5.15843414188863,4.18053745787701,-1.09064791474012,-2.21014325941942,-1.72554109331204,-0.967426884874753,-0.683947187518029,1.60032289737457,2.4530977751333,3.71741295408056,0.686487366561943,0.470005985572008,-0.988656700467308,0.019971127088159,0.102463938277651,0.87397073310292,-0.709980632476738,0.239661216034462,-0.696427742719006,1.58408732645698,-0.525237843628931,-0.444348870054895,0.160003882206739,-0.0645228721654705,0.339182483207912,0.633012055342446,-0.0258236962687422,-0.708559190137862,0.77,0
29531,-1.06067628419757,2.60857946990866,-2.97167900258071,4.36008935234848,3.73885304346426,-2.72839507263672,1.98761635466291,-0.357344707416169,-2.75753451251209,-2.33593332652232,2.11151686706104,-2.59194964968951,-1.9505893546741,-7.31157981735935,0.0777527657738322,2.29060783198994,6.50927165018434,2.56997142628646,-3.28615008214787,-0.0890615369649179,-0.0631678773494982,-0.207385284031508,-0.183260817119722,-0.103679373403096,0.896178353364318,0.407386872028391,-0.130918311231478,0.192177382137495,0.68,1
35866,-2.04448868873478,3.36830621710984,-3.93711139061868,5.62311973109633,-3.0792320390481,-1.25347411822809,-5.77887959312275,1.70742815771205,-4.46710312294842,-6.0677981503786,3.83978771072745,-8.27784094846266,1.49391490811495,-8.41668121212274,0.792297928201949,-7.86265882647354,-14.5708366290177,-5.18538553288232,2.41438956859515,1.11202761894884,1.48359421639379,0.834310712862216,-0.148485620188757,0.00166885452328186,-0.0389957310939217,0.389526401954901,1.30023645611458,0.549940374167289,7.61,1
58876,-1.08204459040165,1.03729853624884,1.53058249850086,1.2978029613627,-0.274519804458558,0.421536215724315,0.451920973836082,0.604914516904945,-1.09329908765268,-0.549129642216247,1.20657145950836,1.19120358532986,0.157261632932112,0.49795770553556,-0.474548116583782,-0.962710654492396,0.649226383139001,-0.225657594314539,1.01476827354266,0.115798787532296,0.113659684662882,0.260047826329341,-0.103992438736573,0.255187927599739,0.45716975848094,-0.163518722013007,-0.0426573907400094,-0.000268199270319125,77.8,0
167835,0.234275596185674,0.666423806980052,-0.253857065643383,-0.937472894274382,0.62848090178306,-1.3805301651703,1.23119627837737,-0.478187012542049,0.610416110849284,-0.0105940050279,-1.20695988401315,-0.35640152283302,-1.00898951431966,0.0990956378825873,-0.874791851584101,0.0280909360217854,-0.783030766441387,-0.694441041686908,-0.733462332876649,-0.203752388886466,-0.137981327115383,-0.0856288819658239,0.386413968057362,0.00905101676996213,-2.14051036163992,-0.275123413738033,0.237774108704446,0.181108428250469,4.48,0
136441,-0.806650361033136,1.31967649338209,-2.4126918920446,-1.49602869669028,2.39146626833475,3.15196328232462,-0.310927620304346,1.68209561997741,-0.303543773146527,-0.400252981317824,-0.456145873281685,0.246635494463981,-0.128263968450369,1.20154419407348,0.822599750015943,-0.288399812846771,-0.226638178227833,0.108993076673663,-0.125143049693762,-0.0457603737901927,0.419336349687647,1.16339913955513,0.020650309400944,0.734067197865145,-0.658302878252284,-0.189493605717452,0.388006617411332,0.246438041580139,4.29,0
26985,-0.407713966575321,-0.759603118485544,1.78721195320022,-2.10853284942292,-0.413774209946309,-0.573083157498476,-0.385034740485005,-0.14717569428774,-2.49448365589476,1.36017366388062,0.731510727859283,-1.07066475766826,-0.298617917208621,-0.279320766776976,-0.188770990962636,-0.302454351960099,0.119696911855276,0.815329662607827,0.3987612773887,-0.0920405701172712,-0.130281805297044,-0.0323478357911907,-0.162742431834956,-0.0307944948672481,-0.0145936208766855,-0.25103030924212,-0.0788720692971294,-0.127322494539225,15,0
23909,1.20579157637949,0.290691671507459,0.753990531437876,0.760270504626791,-0.480984517136086,-0.746995230104123,-0.154735329204842,-0.130964437684618,1.11276417765912,-0.256768624289496,2.54958681971572,-1.57983182842197,1.46155032780937,1.95701188740059,-0.380102382494124,0.427849718391218,0.154161790717728,0.205487683003307,-0.107126078918755,-0.155990790615398,-0.347101594190977,-0.811082310186751,0.165550645606952,0.459116943019223,0.12434248953868,0.0271173535360605,-0.0617750469635222,0.0036973505547915,1.78,0
